transaction_id;date;produit;quantite;prix_unitaire;client_id;ville;region;canal_vente;mode_paiement;statut;montant_total
TXN006544;29/06/2024 06:00;Haricot;96;2043;CLI0325;Bassar;Centrale;Coopérative;Virement;Livrée;196128
TXN006545;29/06/2024 08:00;Igname;62;248;CLI0351;Lomé;Maritime;Coopérative;Chèque;Livrée;15376
TXN006546;29/06/2024 10:00;Maïs;54;380;CLI0083;Tchamba;Centrale;Grossiste;Espèces;En cours;20520
TXN006547;29/06/2024 12:00;Arachide;92;1617;CLI0126;Niamtougou;Kara;Grossiste;Crédit;Livrée;148764
TXN006548;29/06/2024 14:00;Igname;8;2388;CLI0214;Bassar;Centrale;Coopérative;Chèque;Livrée;19104
TXN006549;29/06/2024 16:00;Igname;42;729;CLI0462;Bassar;Centrale;Grossiste;Mobile Money;En cours;30618
TXN006550;29/06/2024 18:00;Manioc;41;1875;CLI0105;Tône;Savanes;Coopérative;Crédit;Annulée;76875
TXN006551;29/06/2024 20:00;Sorgho;59;783;CLI0371;Tchamba;Centrale;Export;Mobile Money;Annulée;46197
TXN006552;29/06/2024 22:00;Haricot;40;1977;CLI0063;Bassar;Centrale;Coopérative;Crédit;Livrée;79080
TXN006553;30/06/2024 00:00;Soja;22;1486;CLI0469;Niamtougou;Kara;Marché local;Crédit;Livrée;32692
TXN006554;30/06/2024 02:00;Haricot;24;2390;CLI0026;Lomé;Maritime;Export;Mobile Money;Livrée;57360
TXN006555;30/06/2024 04:00;Manioc;38;906;CLI0001;Sokodé;Centrale;Coopérative;Crédit;Livrée;34428
TXN006556;30/06/2024 06:00;Igname;2;493;CLI0094;Dapaong;Savanes;Marché local;Chèque;Livrée;986
TXN006557;30/06/2024 08:00;Soja;41;1761;CLI0452;Bassar;Centrale;Coopérative;Chèque;Livrée;72201
TXN006558;30/06/2024 10:00;Maïs;19;1732;CLI0012;Bassar;Centrale;Export;Espèces;En cours;32908
TXN006559;30/06/2024 12:00;Haricot;2;621;CLI0298;Cinkassé;Savanes;Coopérative;Espèces;Livrée;1242
TXN006560;30/06/2024 14:00;Sorgho;92;1794;CLI0420;Atakpamé;Plateaux;Grossiste;Crédit;Annulée;165048
TXN006561;30/06/2024 16:00;Sorgho;96;860;CLI0167;Aného;Maritime;Coopérative;Chèque;Livrée;82560
TXN006562;30/06/2024 18:00;Maïs;62;2306;CLI0254;Lomé;Maritime;Export;Mobile Money;Livrée;142972
TXN006563;30/06/2024 20:00;Riz;83;2413;CLI0294;Cinkassé;Savanes;Vente directe;Crédit;En cours;200279
TXN006564;30/06/2024 22:00;Sorgho;16;2158;CLI0144;Kpalimé;Plateaux;Coopérative;Mobile Money;Annulée;34528
TXN006565;01/07/2024 00:00;Riz;94;2251;CLI0209;Niamtougou;Kara;Grossiste;Virement;Annulée;211594
TXN006566;01/07/2024 02:00;Soja;22;2250;CLI0226;Tchamba;Centrale;Export;Espèces;Livrée;49500
TXN006567;01/07/2024 04:00;Sorgho;14;568;CLI0458;Bassar;Centrale;Marché local;Crédit;Annulée;7952
TXN006568;01/07/2024 06:00;Arachide;56;738;CLI0284;Kpalimé;Plateaux;Vente directe;Crédit;En cours;41328
TXN006569;01/07/2024 08:00;Igname;65;930;CLI0486;Bassar;Centrale;Coopérative;Mobile Money;Livrée;60450
TXN006570;01/07/2024 10:00;Maïs;45;1096;CLI0111;Sokodé;Centrale;Export;Espèces;Livrée;49320
TXN006571;01/07/2024 12:00;Igname;54;1267;CLI0350;Bassar;Centrale;Grossiste;Mobile Money;Livrée;68418
TXN006572;01/07/2024 14:00;Igname;66;763;CLI0333;Kara;Kara;Grossiste;Mobile Money;Livrée;50358
TXN006573;01/07/2024 16:00;Haricot;86;2449;CLI0080;Cinkassé;Savanes;Export;Espèces;Livrée;210614
TXN006574;01/07/2024 18:00;Riz;46;663;CLI0386;Lomé;Maritime;Grossiste;Virement;Livrée;30498
TXN006575;01/07/2024 20:00;Arachide;33;1234;CLI0404;Niamtougou;Kara;Vente directe;Chèque;Livrée;40722
TXN006576;01/07/2024 22:00;Soja;79;214;CLI0328;Kara;Kara;Marché local;Chèque;Livrée;16906
TXN006577;02/07/2024 00:00;Soja;50;1553;CLI0294;Dapaong;Savanes;Grossiste;Virement;Livrée;77650
TXN006578;02/07/2024 02:00;Sorgho;22;2477;CLI0494;Kara;Kara;Grossiste;Espèces;Livrée;54494
TXN006579;02/07/2024 04:00;Sorgho;40;210;CLI0184;Cinkassé;Savanes;Marché local;Crédit;Livrée;8400
TXN006580;02/07/2024 06:00;Arachide;39;1856;CLI0212;Dapaong;Savanes;Vente directe;Espèces;Livrée;72384
TXN006581;02/07/2024 08:00;Manioc;41;1447;CLI0251;Bassar;Centrale;Vente directe;Mobile Money;Livrée;59327
TXN006582;02/07/2024 10:00;Manioc;75;1960;CLI0167;Tchamba;Centrale;Vente directe;Espèces;Livrée;147000
TXN006583;02/07/2024 12:00;Sorgho;68;1860;CLI0162;Kara;Kara;Grossiste;Chèque;En cours;126480
TXN006584;02/07/2024 14:00;Manioc;7;1963;CLI0273;Dapaong;Savanes;Grossiste;Crédit;Livrée;13741
TXN006585;02/07/2024 16:00;Maïs;85;741;CLI0419;Tchamba;Centrale;Vente directe;Virement;Annulée;62985
TXN006586;02/07/2024 18:00;Arachide;71;1729;CLI0407;Cinkassé;Savanes;Grossiste;Espèces;Livrée;122759
TXN006587;02/07/2024 20:00;Maïs;4;1942;CLI0392;Aného;Maritime;Coopérative;Crédit;Livrée;7768
TXN006588;02/07/2024 22:00;Manioc;76;1380;CLI0438;Kara;Kara;Grossiste;Crédit;En cours;104880
TXN006589;03/07/2024 00:00;Sorgho;91;1622;CLI0087;Niamtougou;Kara;Vente directe;Chèque;Livrée;147602
TXN006590;03/07/2024 02:00;Igname;59;1128;CLI0405;Sokodé;Centrale;Export;Mobile Money;Livrée;66552
TXN006591;03/07/2024 04:00;Igname;81;1626;CLI0275;Dapaong;Savanes;Vente directe;Crédit;Annulée;131706
TXN006592;03/07/2024 06:00;Maïs;84;1312;CLI0415;Aného;Maritime;Export;Crédit;Livrée;110208
TXN006593;03/07/2024 08:00;Soja;95;2089;CLI0327;Tône;Savanes;Grossiste;Espèces;Livrée;198455
TXN006594;03/07/2024 10:00;Haricot;26;2433;CLI0112;Tchamba;Centrale;Grossiste;Virement;Livrée;63258
TXN006595;03/07/2024 12:00;Igname;31;1094;CLI0302;Kara;Kara;Export;Espèces;Livrée;33914
TXN006596;03/07/2024 14:00;Igname;99;2326;CLI0136;Dapaong;Savanes;Vente directe;Chèque;Livrée;230274
TXN006597;03/07/2024 16:00;Sorgho;73;2392;CLI0333;Atakpamé;Plateaux;Marché local;Crédit;Livrée;174616
TXN006598;03/07/2024 18:00;Arachide;69;2261;CLI0003;Bassar;Centrale;Marché local;Mobile Money;Livrée;156009
TXN006599;03/07/2024 20:00;Riz;52;1854;CLI0162;Tône;Savanes;Vente directe;Crédit;Livrée;96408
TXN006600;03/07/2024 22:00;Riz;72;201;CLI0195_DUP;Dapaong;Savanes;Grossiste;Mobile Money;Livrée;14472
TXN006601;04/07/2024 00:00;Sorgho;21;2313;CLI0077;Cinkassé;Savanes;Export;Mobile Money;En cours;48573
TXN006602;04/07/2024 02:00;Manioc;16;2493;CLI0185;Kpalimé;Plateaux;Export;Mobile Money;Livrée;39888
TXN006603;04/07/2024 04:00;Igname;51;1825;CLI0480;Niamtougou;Kara;Vente directe;Virement;Retardée;93075
TXN006604;04/07/2024 06:00;Igname;16;1913;CLI0163;Tône;Savanes;Vente directe;Espèces;Livrée;30608
TXN006605;04/07/2024 08:00;Maïs;18;771;CLI0021;Dapaong;Savanes;Coopérative;Chèque;Livrée;13878
TXN006606;04/07/2024 10:00;Maïs;47;635;CLI0298;Niamtougou;Kara;Export;Virement;Livrée;29845
TXN006607;04/07/2024 12:00;Sorgho;56;1911;CLI0299;Kara;Kara;Coopérative;Virement;En cours;107016
TXN006608;04/07/2024 14:00;Soja;28;582;CLI0282;Tchamba;Centrale;Grossiste;Mobile Money;Livrée;16296
TXN006609;04/07/2024 16:00;Arachide;82;1933;CLI0472;Sokodé;Centrale;Export;Virement;En cours;158506
TXN006610;04/07/2024 18:00;Manioc;78;1283;CLI0410;Tône;Savanes;Vente directe;Chèque;En cours;100074
TXN006611;04/07/2024 20:00;Igname;56;2149;CLI0392;Niamtougou;Kara;Vente directe;Chèque;Livrée;120344
TXN006612;04/07/2024 22:00;Soja;37;1634;CLI0165;Aného;Maritime;Grossiste;Crédit;Annulée;60458
TXN006613;05/07/2024 00:00;Sorgho;16;1306;CLI0082;Cinkassé;Savanes;Marché local;Virement;Livrée;20896
TXN006614;05/07/2024 02:00;Sorgho;85;273;CLI0164;Kara;Kara;Coopérative;Crédit;Livrée;23205
TXN006615;05/07/2024 04:00;Igname;65;1534;CLI0104;Tchamba;Centrale;Vente directe;Chèque;Livrée;99710
TXN006616;05/07/2024 06:00;Soja;60;2273;CLI0130;Tchamba;Centrale;Export;Virement;Annulée;136380
TXN006617;05/07/2024 08:00;Riz;61;1600;CLI0120;Tône;Savanes;Export;Mobile Money;Livrée;97600
TXN006618;05/07/2024 10:00;Sorgho;11;1034;CLI0259;Atakpamé;Plateaux;Export;Mobile Money;En cours;11374
TXN006619;05/07/2024 12:00;Arachide;75;1403;CLI0104;Bassar;Centrale;Grossiste;Virement;En cours;105225
TXN006620;05/07/2024 14:00;Haricot;66;973;CLI0364;Bassar;Centrale;Marché local;Crédit;Livrée;64218
TXN006621;05/07/2024 16:00;Manioc;32;1603;CLI0369;Sokodé;Centrale;Coopérative;Crédit;Livrée;51296
TXN006622;05/07/2024 18:00;Soja;19;276;CLI0326;Cinkassé;Savanes;Export;Mobile Money;Livrée;5244
TXN006623;05/07/2024 20:00;Riz;56;1272;CLI0185;Dapaong;Savanes;Export;Crédit;Livrée;71232
TXN006624;05/07/2024 22:00;Soja;5;1603;CLI0394;Niamtougou;Kara;Vente directe;Mobile Money;Annulée;8015
TXN006625;06/07/2024 00:00;Riz;3;1932;CLI0344;Cinkassé;Savanes;Marché local;Espèces;Livrée;5796
TXN006626;06/07/2024 02:00;Riz;28;1069;CLI0417;Niamtougou;Kara;Vente directe;Mobile Money;Retardée;29932
TXN006627;06/07/2024 04:00;Arachide;90;1283;CLI0231;Tchamba;Centrale;Grossiste;Espèces;Livrée;115470
TXN006628;06/07/2024 06:00;Manioc;87;1580;CLI0135;Tchamba;Centrale;Grossiste;Virement;Retardée;137460
TXN006629;06/07/2024 08:00;Sorgho;94;2404;CLI0045;Tchamba;Centrale;Coopérative;Espèces;Livrée;225976
TXN006630;06/07/2024 10:00;Riz;72;1173;CLI0492;Sokodé;Centrale;Grossiste;Chèque;Livrée;84456
TXN006631;06/07/2024 12:00;Sorgho;29;1425;CLI0422;Cinkassé;Savanes;Coopérative;Crédit;Livrée;41325
TXN006632;06/07/2024 14:00;Manioc;77;2002;CLI0145;Sokodé;Centrale;Vente directe;Espèces;Livrée;154154
TXN006633;06/07/2024 16:00;Sorgho;59;1990;CLI0317;Niamtougou;Kara;Export;Chèque;Livrée;117410
TXN006634;06/07/2024 18:00;Igname;25;1758;CLI0293;Niamtougou;Kara;Export;Chèque;Livrée;43950
TXN006635;06/07/2024 20:00;Arachide;22;1388;CLI0466;Tône;Savanes;Marché local;Crédit;Livrée;30536
TXN006636;06/07/2024 22:00;Arachide;97;1251;CLI0049;Tchamba;Centrale;Grossiste;Mobile Money;Livrée;121347
TXN006637;07/07/2024 00:00;Maïs;71;513;CLI0459;Cinkassé;Savanes;Marché local;Chèque;Retardée;36423
TXN006638;07/07/2024 02:00;Arachide;23;1788;CLI0425;Tône;Savanes;Marché local;Espèces;Livrée;41124
TXN006639;07/07/2024 04:00;Riz;70;1507;CLI0068;Dapaong;Savanes;Export;Crédit;Livrée;105490
TXN006640;07/07/2024 06:00;Manioc;79;1521;CLI0069_DUP;Kpalimé;Plateaux;Grossiste;Espèces;Livrée;120159
TXN006641;07/07/2024 08:00;Arachide;79;2223;CLI0210;Tône;Savanes;Export;Mobile Money;En cours;175617
TXN006642;07/07/2024 10:00;Soja;40;1572;CLI0300;Tône;Savanes;Marché local;Crédit;Livrée;62880
TXN006643;07/07/2024 12:00;Manioc;98;835;CLI0124;Tône;Savanes;Grossiste;Chèque;Livrée;81830
TXN006644;07/07/2024 14:00;Riz;14;1430;CLI0292;Cinkassé;Savanes;Export;Espèces;Retardée;20020
TXN006645;07/07/2024 16:00;Manioc;29;616;CLI0421;Kara;Kara;Coopérative;Espèces;En cours;17864
TXN006646;07/07/2024 18:00;Arachide;16;638;CLI0050;Dapaong;Savanes;Coopérative;Chèque;Livrée;10208
TXN006647;07/07/2024 20:00;Soja;93;364;CLI0183;Cinkassé;Savanes;Vente directe;Chèque;Livrée;33852
TXN006648;07/07/2024 22:00;Maïs;87;1782;CLI0247;Kara;Kara;Vente directe;Mobile Money;Annulée;155034
TXN006649;08/07/2024 00:00;Riz;10;1187;CLI0088;Sokodé;Centrale;Grossiste;Mobile Money;En cours;11870
TXN006650;08/07/2024 02:00;Haricot;47;716;CLI0072;Niamtougou;Kara;Vente directe;Chèque;Livrée;33652
TXN006651;08/07/2024 04:00;Igname;4;281;CLI0291;Kara;Kara;Grossiste;Crédit;Livrée;1124
TXN006652;08/07/2024 06:00;Riz;12;318;CLI0156_DUP;Tône;Savanes;Marché local;Chèque;Annulée;3816
TXN006653;08/07/2024 08:00;Manioc;42;1860;CLI0313;Niamtougou;Kara;Coopérative;Chèque;Livrée;78120
TXN006654;08/07/2024 10:00;Haricot;98;1526;CLI0288;Cinkassé;Savanes;Grossiste;Virement;Livrée;149548
TXN006655;08/07/2024 12:00;Haricot;4;227;CLI0125_DUP;Bassar;Centrale;Marché local;Crédit;Annulée;908
TXN006656;08/07/2024 14:00;Sorgho;84;2224;CLI0071;Tchamba;Centrale;Coopérative;Crédit;Livrée;186816
TXN006657;08/07/2024 16:00;Haricot;92;697;CLI0161;Tône;Savanes;Export;Mobile Money;Retardée;64124
TXN006658;08/07/2024 18:00;Sorgho;92;393;CLI0127;Kara;Kara;Marché local;Mobile Money;Livrée;36156
TXN006659;08/07/2024 20:00;Igname;6;791;CLI0456;Kpalimé;Plateaux;Export;Mobile Money;Livrée;4746
TXN006660;08/07/2024 22:00;Haricot;14;2057;CLI0304;Aného;Maritime;Vente directe;Espèces;Livrée;28798
TXN006661;09/07/2024 00:00;Soja;35;1259;CLI0490;Kara;Kara;Grossiste;Crédit;Livrée;44065
TXN006662;09/07/2024 02:00;Maïs;47;312;CLI0239;Tchamba;Centrale;Coopérative;Virement;Annulée;14664
TXN006663;09/07/2024 04:00;Maïs;58;1517;CLI0176;Tône;Savanes;Vente directe;Mobile Money;En cours;87986
TXN006664;09/07/2024 06:00;Haricot;65;1937;CLI0210;Tône;Savanes;Marché local;Mobile Money;En cours;125905
TXN006665;09/07/2024 08:00;Manioc;19;2261;CLI0359;Bassar;Centrale;Vente directe;Mobile Money;Livrée;42959
TXN006666;09/07/2024 10:00;Manioc;57;1890;CLI0189;Sokodé;Centrale;Export;Mobile Money;Livrée;107730
TXN006667;09/07/2024 12:00;Sorgho;65;2387;CLI0069_DUP;Lomé;Maritime;Export;Mobile Money;Livrée;155155
TXN006668;09/07/2024 14:00;Arachide;13;1594;CLI0033;Sokodé;Centrale;Grossiste;Espèces;Livrée;20722
TXN006669;09/07/2024 16:00;Maïs;8;1650;CLI0362_DUP;Sokodé;Centrale;Vente directe;Virement;Annulée;13200
TXN006670;09/07/2024 18:00;Arachide;18;1565;CLI0312;Tchamba;Centrale;Coopérative;Crédit;Livrée;28170
TXN006671;09/07/2024 20:00;Maïs;35;2436;CLI0151;Kpalimé;Plateaux;Export;Virement;En cours;85260
TXN006672;09/07/2024 22:00;Arachide;87;2329;CLI0317_DUP;Niamtougou;Kara;Marché local;Chèque;En cours;202623
TXN006673;10/07/2024 00:00;Arachide;26;1157;CLI0111;Kara;Kara;Vente directe;Crédit;Livrée;30082
TXN006674;10/07/2024 02:00;Maïs;38;1328;CLI0132;Sokodé;Centrale;Coopérative;Mobile Money;Annulée;50464
TXN006675;10/07/2024 04:00;Igname;84;2319;CLI0409_DUP;Atakpamé;Plateaux;Coopérative;Chèque;Annulée;194796
TXN006676;10/07/2024 06:00;Soja;66;1896;CLI0305;Dapaong;Savanes;Coopérative;Chèque;Livrée;125136
TXN006677;10/07/2024 08:00;Soja;26;332;CLI0029;Kpalimé;Plateaux;Coopérative;Chèque;Livrée;8632
TXN006678;10/07/2024 10:00;Manioc;57;769;CLI0351;Bassar;Centrale;Export;Chèque;Livrée;43833
TXN006679;10/07/2024 12:00;Arachide;25;324;CLI0031_DUP;Tchamba;Centrale;Grossiste;Mobile Money;Livrée;8100
TXN006680;10/07/2024 14:00;Arachide;30;1234;CLI0492;Bassar;Centrale;Vente directe;Chèque;Livrée;37020
TXN006681;10/07/2024 16:00;Igname;82;2274;CLI0408;Niamtougou;Kara;Export;Virement;Retardée;186468
TXN006682;10/07/2024 18:00;Arachide;7;406;CLI0125_DUP;Dapaong;Savanes;Grossiste;Mobile Money;Livrée;2842
TXN006683;10/07/2024 20:00;Igname;27;511;CLI0105;Kpalimé;Plateaux;Coopérative;Chèque;Livrée;13797
TXN006684;10/07/2024 22:00;Arachide;11;1985;CLI0320;Tchamba;Centrale;Marché local;Chèque;Livrée;21835
TXN006685;11/07/2024 00:00;Arachide;8;1538;CLI0046;Sokodé;Centrale;Coopérative;Virement;Livrée;12304
TXN006686;11/07/2024 02:00;Igname;11;495;CLI0241;Cinkassé;Savanes;Grossiste;Espèces;Retardée;5445
TXN006687;11/07/2024 04:00;Sorgho;88;601;CLI0270;Tchamba;Centrale;Grossiste;Espèces;En cours;52888
TXN006688;11/07/2024 06:00;Riz;30;1658;CLI0037;Bassar;Centrale;Marché local;Virement;Livrée;49740
TXN006689;11/07/2024 08:00;Arachide;94;1796;CLI0205;Tchamba;Centrale;Export;Espèces;Annulée;168824
TXN006690;11/07/2024 10:00;Sorgho;15;321;CLI0486;Niamtougou;Kara;Marché local;Crédit;Livrée;4815
TXN006691;11/07/2024 12:00;Soja;56;950;CLI0110;Tchamba;Centrale;Coopérative;Crédit;Livrée;53200
TXN006692;11/07/2024 14:00;Arachide;35;305;CLI0486;Aného;Maritime;Vente directe;Crédit;Retardée;10675
TXN006693;11/07/2024 16:00;Soja;39;1259;CLI0318;Kara;Kara;Export;Espèces;Livrée;49101
TXN006694;11/07/2024 18:00;Manioc;24;1773;CLI0076;Atakpamé;Plateaux;Vente directe;Crédit;Annulée;42552
TXN006695;11/07/2024 20:00;Riz;8;271;CLI0498;Cinkassé;Savanes;Vente directe;Crédit;Retardée;2168
TXN006696;11/07/2024 22:00;Maïs;43;767;CLI0479;Tchamba;Centrale;Export;Espèces;Livrée;32981
TXN006697;12/07/2024 00:00;Riz;42;1444;CLI0389;Sokodé;Centrale;Coopérative;Virement;Livrée;60648
TXN006698;12/07/2024 02:00;Arachide;84;275;CLI0364;Kara;Kara;Grossiste;Mobile Money;En cours;23100
TXN006699;12/07/2024 04:00;Arachide;41;1209;CLI0309;Kpalimé;Plateaux;Coopérative;Crédit;Livrée;49569
TXN006700;12/07/2024 06:00;Igname;47;2475;CLI0063;Dapaong;Savanes;Grossiste;Espèces;Livrée;116325
TXN006701;12/07/2024 08:00;Riz;26;652;CLI0267;Dapaong;Savanes;Grossiste;Mobile Money;Livrée;16952
TXN006702;12/07/2024 10:00;Riz;52;965;CLI0033;Kpalimé;Plateaux;Export;Mobile Money;Livrée;50180
TXN006703;12/07/2024 12:00;Manioc;88;686;CLI0040;Tône;Savanes;Export;Chèque;Livrée;60368
TXN006704;12/07/2024 14:00;Haricot;22;1697;CLI0260;Niamtougou;Kara;Marché local;Mobile Money;Livrée;37334
TXN006705;12/07/2024 16:00;Soja;5;1029;CLI0267;Bassar;Centrale;Vente directe;Crédit;Annulée;5145
TXN006706;12/07/2024 18:00;Igname;15;2140;CLI0225;Kpalimé;Plateaux;Vente directe;Virement;Annulée;32100
TXN006707;12/07/2024 20:00;Maïs;36;1170;CLI0383;Cinkassé;Savanes;Vente directe;Crédit;En cours;42120
TXN006708;12/07/2024 22:00;Igname;63;689;CLI0498;Cinkassé;Savanes;Vente directe;Chèque;Livrée;43407
TXN006709;13/07/2024 00:00;Haricot;93;2478;CLI0005;Kara;Kara;Marché local;Mobile Money;Livrée;230454
TXN006710;13/07/2024 02:00;Riz;79;2135;CLI0446;Lomé;Maritime;Grossiste;Chèque;En cours;168665
TXN006711;13/07/2024 04:00;Maïs;91;674;CLI0288;Tchamba;Centrale;Marché local;Crédit;Livrée;61334
TXN006712;13/07/2024 06:00;Riz;49;1303;CLI0058;Sokodé;Centrale;Export;Crédit;Livrée;63847
TXN006713;13/07/2024 08:00;Igname;55;1909;CLI0072;Kara;Kara;Coopérative;Crédit;Livrée;104995
TXN006714;13/07/2024 10:00;Soja;72;1799;CLI0082;Lomé;Maritime;Grossiste;Virement;Livrée;129528
TXN006715;13/07/2024 12:00;Maïs;60;1395;CLI0277;Kpalimé;Plateaux;Grossiste;Crédit;Annulée;83700
TXN006716;13/07/2024 14:00;Haricot;57;425;CLI0492_DUP;Aného;Maritime;Marché local;Crédit;Livrée;24225
TXN006717;13/07/2024 16:00;Sorgho;29;2390;CLI0136;Dapaong;Savanes;Export;Mobile Money;Annulée;69310
TXN006718;13/07/2024 18:00;Soja;19;907;CLI0114;Cinkassé;Savanes;Export;Virement;Livrée;17233
TXN006719;13/07/2024 20:00;Haricot;95;1914;CLI0157;Kara;Kara;Grossiste;Mobile Money;Livrée;181830
TXN006720;13/07/2024 22:00;Maïs;73;253;CLI0396;Atakpamé;Plateaux;Marché local;Chèque;En cours;18469
TXN006721;14/07/2024 00:00;Riz;10;2443;CLI0229;Tône;Savanes;Vente directe;Espèces;Livrée;24430
TXN006722;14/07/2024 02:00;Haricot;10;1952;CLI0255;Tône;Savanes;Grossiste;Mobile Money;Livrée;19520
TXN006723;14/07/2024 04:00;Riz;97;1653;CLI0179;Atakpamé;Plateaux;Vente directe;Virement;Livrée;160341
TXN006724;14/07/2024 06:00;Soja;89;778;CLI0229;Dapaong;Savanes;Coopérative;Mobile Money;Livrée;69242
TXN006725;14/07/2024 08:00;Soja;57;1898;CLI0367;Sokodé;Centrale;Export;Espèces;Annulée;108186
TXN006726;14/07/2024 10:00;Haricot;54;699;CLI0031;Bassar;Centrale;Grossiste;Mobile Money;Livrée;37746
TXN006727;14/07/2024 12:00;Riz;56;405;CLI0108;Kara;Kara;Coopérative;Espèces;Retardée;22680
TXN006728;14/07/2024 14:00;Maïs;68;2141;CLI0282;Niamtougou;Kara;Vente directe;Virement;En cours;145588
TXN006729;14/07/2024 16:00;Haricot;69;1360;CLI0390;Sokodé;Centrale;Grossiste;Mobile Money;En cours;93840
TXN006730;14/07/2024 18:00;Sorgho;87;478;CLI0404;Kara;Kara;Coopérative;Virement;Livrée;41586
TXN006731;14/07/2024 20:00;Igname;55;1668;CLI0170;Kara;Kara;Grossiste;Virement;En cours;91740
TXN006732;14/07/2024 22:00;Manioc;69;876;CLI0175;Bassar;Centrale;Coopérative;Chèque;Annulée;60444
TXN006733;15/07/2024 00:00;Soja;72;1140;CLI0074;Kara;Kara;Coopérative;Chèque;Livrée;82080
TXN006734;15/07/2024 02:00;Riz;81;640;CLI0454;Tône;Savanes;Vente directe;Mobile Money;Livrée;51840
TXN006735;15/07/2024 04:00;Maïs;1;1451;CLI0069_DUP;Dapaong;Savanes;Export;Mobile Money;En cours;1451
TXN006736;15/07/2024 06:00;Soja;12;2374;CLI0240;Cinkassé;Savanes;Marché local;Virement;Livrée;28488
TXN006737;15/07/2024 08:00;Maïs;35;1493;CLI0096;Tône;Savanes;Coopérative;Chèque;Livrée;52255
TXN006738;15/07/2024 10:00;Soja;78;2043;CLI0085_DUP;Bassar;Centrale;Export;Mobile Money;En cours;159354
TXN006739;15/07/2024 12:00;Riz;82;1983;CLI0202;Kpalimé;Plateaux;Marché local;Mobile Money;Livrée;162606
TXN006740;15/07/2024 14:00;Maïs;74;2075;CLI0037;Niamtougou;Kara;Vente directe;Mobile Money;Livrée;153550
TXN006741;15/07/2024 16:00;Riz;79;747;CLI0091;Atakpamé;Plateaux;Grossiste;Chèque;Annulée;59013
TXN006742;15/07/2024 18:00;Maïs;33;1185;CLI0233;Sokodé;Centrale;Export;Mobile Money;Livrée;39105
TXN006743;15/07/2024 20:00;Soja;83;2266;CLI0253;Tchamba;Centrale;Grossiste;Virement;Livrée;188078
TXN006744;15/07/2024 22:00;Manioc;98;624;CLI0371;Tchamba;Centrale;Grossiste;Mobile Money;Livrée;61152
TXN006745;16/07/2024 00:00;Igname;25;2305;CLI0444;Cinkassé;Savanes;Marché local;Crédit;Annulée;57625
TXN006746;16/07/2024 02:00;Igname;16;1998;CLI0441;Dapaong;Savanes;Export;Espèces;Livrée;31968
TXN006747;16/07/2024 04:00;Manioc;8;1883;CLI0064;Kara;Kara;Coopérative;Virement;Livrée;15064
TXN006748;16/07/2024 06:00;Igname;35;2148;CLI0005;Aného;Maritime;Marché local;Mobile Money;Livrée;75180
TXN006749;16/07/2024 08:00;Haricot;85;265;CLI0072;Cinkassé;Savanes;Export;Crédit;Livrée;22525
TXN006750;16/07/2024 10:00;Sorgho;83;1014;CLI0397;Dapaong;Savanes;Coopérative;Chèque;Livrée;84162
TXN006751;16/07/2024 12:00;Sorgho;46;1374;CLI0330;Atakpamé;Plateaux;Grossiste;Virement;Livrée;63204
TXN006752;16/07/2024 14:00;Haricot;11;2009;CLI0147;Tône;Savanes;Vente directe;Virement;En cours;22099
TXN006753;16/07/2024 16:00;Haricot;61;636;CLI0415;Atakpamé;Plateaux;Vente directe;Mobile Money;Livrée;38796
TXN006754;16/07/2024 18:00;Arachide;44;989;CLI0349;Niamtougou;Kara;Marché local;Chèque;Livrée;43516
TXN006755;16/07/2024 20:00;Riz;11;2220;CLI0365;Lomé;Maritime;Coopérative;Mobile Money;Livrée;24420
TXN006756;16/07/2024 22:00;Maïs;11;434;CLI0416;Tchamba;Centrale;Coopérative;Crédit;Livrée;4774
TXN006757;17/07/2024 00:00;Sorgho;22;1938;CLI0378_DUP;Niamtougou;Kara;Vente directe;Espèces;Livrée;42636
TXN006758;17/07/2024 02:00;Soja;85;874;CLI0281_DUP;Tchamba;Centrale;Coopérative;Chèque;Livrée;74290
TXN006759;17/07/2024 04:00;Haricot;91;2345;CLI0250;Kara;Kara;Export;Espèces;Livrée;213395
TXN006760;17/07/2024 06:00;Igname;82;1232;CLI0249;Tchamba;Centrale;Export;Crédit;Livrée;101024
TXN006761;17/07/2024 08:00;Manioc;62;1126;CLI0351;Cinkassé;Savanes;Vente directe;Virement;En cours;69812
TXN006762;17/07/2024 10:00;Maïs;48;960;CLI0269;Bassar;Centrale;Grossiste;Crédit;Retardée;46080
TXN006763;17/07/2024 12:00;Arachide;94;426;CLI0448;Bassar;Centrale;Grossiste;Espèces;En cours;40044
TXN006764;17/07/2024 14:00;Manioc;63;1976;CLI0083;Atakpamé;Plateaux;Grossiste;Chèque;Livrée;124488
TXN006765;17/07/2024 16:00;Igname;51;2264;CLI0407;Niamtougou;Kara;Vente directe;Mobile Money;Livrée;115464
TXN006766;17/07/2024 18:00;Haricot;45;2475;CLI0339;Niamtougou;Kara;Marché local;Espèces;Livrée;111375
TXN006767;17/07/2024 20:00;Maïs;33;905;CLI0080;Cinkassé;Savanes;Coopérative;Chèque;Livrée;29865
TXN006768;17/07/2024 22:00;Haricot;85;2015;CLI0095;Niamtougou;Kara;Export;Espèces;Livrée;171275
TXN006769;18/07/2024 00:00;Sorgho;60;1461;CLI0259;Bassar;Centrale;Export;Virement;Livrée;87660
